filenames,labels
01_125.jpg,neutral
03_226.jpg,sad
11_202.jpg,Sadly_Angry
07_192.jpg,disgust
04_114.jpg,fear
03_207.jpg,sad
04_047.jpg,fear
16_057.jpg,Fearfully_Disgusted
17_033.jpg,Angrily_Surprised
07_201.jpg,disgust
08_080.jpg,Happily_Surprised
10_194.jpg,Sadly_Fearful
14_050.jpg,Fearfully_Angry
07_025.jpg,disgust
12_154.jpg,Sadly_Surprised
18_200.jpg,Angrily_Disgusted
03_037.jpg,sad
01_201.jpg,neutral
14_056.jpg,Fearfully_Angry
08_070.jpg,Happily_Surprised
02_055.jpg,happy
08_015.jpg,Happily_Surprised
22_180.jpg,Awed
14_171.jpg,Fearfully_Angry
09_075.jpg,Happily_Disgusted
02_071.jpg,happy
20_210.jpg,Appalled
09_121.jpg,Happily_Disgusted
15_031.jpg,Fearfully_Surprised
06_083.jpg,surprise
14_147.jpg,Fearfully_Angry
02_069.jpg,happy
17_192.jpg,Angrily_Surprised
03_069.jpg,sad
05_100.jpg,angry
05_082.jpg,angry
22_214.jpg,Awed
11_059.jpg,Sadly_Angry
01_004.jpg,neutral
19_096.jpg,Disgustedly_Surprised
14_076.jpg,Fearfully_Angry
04_049.jpg,fear
14_066.jpg,Fearfully_Angry
11_104.jpg,Sadly_Angry
18_016.jpg,Angrily_Disgusted
11_120.jpg,Sadly_Angry
21_094.jpg,Hatred
03_080.jpg,sad
08_159.jpg,Happily_Surprised
04_162.jpg,fear
20_119.jpg,Appalled
14_162.jpg,Fearfully_Angry
01_194.jpg,neutral
08_217.jpg,Happily_Surprised
17_223.jpg,Angrily_Surprised
04_108.jpg,fear
06_219.jpg,surprise
12_167.jpg,Sadly_Surprised
18_133.jpg,Angrily_Disgusted
14_069.jpg,Fearfully_Angry
12_088.jpg,Sadly_Surprised
18_104.jpg,Angrily_Disgusted
11_018.jpg,Sadly_Angry
21_086.jpg,Hatred
19_031.jpg,Disgustedly_Surprised
07_129.jpg,disgust
12_033.jpg,Sadly_Surprised
03_030.jpg,sad
07_028.jpg,disgust
13_163.jpg,Sadly_Disgusted
14_028.jpg,Fearfully_Angry
04_205.jpg,fear
07_166.jpg,disgust
22_079.jpg,Awed
13_214.jpg,Sadly_Disgusted
04_125.jpg,fear
07_170.jpg,disgust
04_063.jpg,fear
17_119.jpg,Angrily_Surprised
11_139.jpg,Sadly_Angry
22_097.jpg,Awed
12_076.jpg,Sadly_Surprised
13_212.jpg,Sadly_Disgusted
14_040.jpg,Fearfully_Angry
15_201.jpg,Fearfully_Surprised
06_036.jpg,surprise
03_067.jpg,sad
16_196.jpg,Fearfully_Disgusted
04_101.jpg,fear
17_182.jpg,Angrily_Surprised
19_067.jpg,Disgustedly_Surprised
18_050.jpg,Angrily_Disgusted
21_198.jpg,Hatred
18_011.jpg,Angrily_Disgusted
19_022.jpg,Disgustedly_Surprised
21_100.jpg,Hatred
16_086.jpg,Fearfully_Disgusted
02_147.jpg,happy
04_134.jpg,fear
10_079.jpg,Sadly_Fearful
21_104.jpg,Hatred
07_035.jpg,disgust
05_087.jpg,angry
21_181.jpg,Hatred
08_113.jpg,Happily_Surprised
12_078.jpg,Sadly_Surprised
15_060.jpg,Fearfully_Surprised
15_025.jpg,Fearfully_Surprised
06_134.jpg,surprise
11_027.jpg,Sadly_Angry
10_230.jpg,Sadly_Fearful
04_136.jpg,fear
15_095.jpg,Fearfully_Surprised
07_210.jpg,disgust
13_092.jpg,Sadly_Disgusted
11_138.jpg,Sadly_Angry
11_131.jpg,Sadly_Angry
19_213.jpg,Disgustedly_Surprised
08_059.jpg,Happily_Surprised
14_111.jpg,Fearfully_Angry
04_186.jpg,fear
13_104.jpg,Sadly_Disgusted
17_103.jpg,Angrily_Surprised
10_183.jpg,Sadly_Fearful
12_181.jpg,Sadly_Surprised
21_091.jpg,Hatred
01_002.jpg,neutral
06_023.jpg,surprise
22_095.jpg,Awed
17_229.jpg,Angrily_Surprised
14_149.jpg,Fearfully_Angry
07_005.jpg,disgust
07_030.jpg,disgust
09_084.jpg,Happily_Disgusted
05_152.jpg,angry
17_049.jpg,Angrily_Surprised
12_030.jpg,Sadly_Surprised
14_156.jpg,Fearfully_Angry
17_083.jpg,Angrily_Surprised
07_133.jpg,disgust
09_144.jpg,Happily_Disgusted
13_020.jpg,Sadly_Disgusted
11_130.jpg,Sadly_Angry
06_005.jpg,surprise
09_216.jpg,Happily_Disgusted
14_110.jpg,Fearfully_Angry
10_071.jpg,Sadly_Fearful
15_109.jpg,Fearfully_Surprised
21_227.jpg,Hatred
05_098.jpg,angry
01_072.jpg,neutral
02_159.jpg,happy
19_159.jpg,Disgustedly_Surprised
10_056.jpg,Sadly_Fearful
18_080.jpg,Angrily_Disgusted
01_156.jpg,neutral
07_020.jpg,disgust
10_156.jpg,Sadly_Fearful
13_021.jpg,Sadly_Disgusted
22_145.jpg,Awed
02_118.jpg,happy
21_155.jpg,Hatred
17_056.jpg,Angrily_Surprised
15_056.jpg,Fearfully_Surprised
22_059.jpg,Awed
16_198.jpg,Fearfully_Disgusted
06_025.jpg,surprise
19_137.jpg,Disgustedly_Surprised
03_191.jpg,sad
03_145.jpg,sad
07_081.jpg,disgust
03_151.jpg,sad
01_164.jpg,neutral
03_175.jpg,sad
02_127.jpg,happy
18_070.jpg,Angrily_Disgusted
11_122.jpg,Sadly_Angry
02_195.jpg,happy
20_195.jpg,Appalled
16_105.jpg,Fearfully_Disgusted
14_212.jpg,Fearfully_Angry
10_132.jpg,Sadly_Fearful
19_003.jpg,Disgustedly_Surprised
21_020.jpg,Hatred
20_202.jpg,Appalled
14_004.jpg,Fearfully_Angry
17_084.jpg,Angrily_Surprised
16_146.jpg,Fearfully_Disgusted
02_099.jpg,happy
11_057.jpg,Sadly_Angry
02_157.jpg,happy
15_188.jpg,Fearfully_Surprised
09_130.jpg,Happily_Disgusted
09_141.jpg,Happily_Disgusted
21_059.jpg,Hatred
05_002.jpg,angry
04_089.jpg,fear
06_169.jpg,surprise
13_168.jpg,Sadly_Disgusted
03_039.jpg,sad
07_211.jpg,disgust
18_189.jpg,Angrily_Disgusted
13_011.jpg,Sadly_Disgusted
05_220.jpg,angry
19_229.jpg,Disgustedly_Surprised
18_101.jpg,Angrily_Disgusted
08_187.jpg,Happily_Surprised
02_113.jpg,happy
13_140.jpg,Sadly_Disgusted
22_027.jpg,Awed
09_076.jpg,Happily_Disgusted
19_211.jpg,Disgustedly_Surprised
12_036.jpg,Sadly_Surprised
02_148.jpg,happy
21_224.jpg,Hatred
15_083.jpg,Fearfully_Surprised
16_113.jpg,Fearfully_Disgusted
05_124.jpg,angry
10_200.jpg,Sadly_Fearful
15_014.jpg,Fearfully_Surprised
17_219.jpg,Angrily_Surprised
04_144.jpg,fear
08_207.jpg,Happily_Surprised
08_121.jpg,Happily_Surprised
06_129.jpg,surprise
15_139.jpg,Fearfully_Surprised
10_067.jpg,Sadly_Fearful
16_114.jpg,Fearfully_Disgusted
04_163.jpg,fear
04_207.jpg,fear
06_207.jpg,surprise
12_162.jpg,Sadly_Surprised
18_190.jpg,Angrily_Disgusted
15_099.jpg,Fearfully_Surprised
08_106.jpg,Happily_Surprised
12_056.jpg,Sadly_Surprised
05_161.jpg,angry
20_175.jpg,Appalled
08_095.jpg,Happily_Surprised
15_023.jpg,Fearfully_Surprised
17_202.jpg,Angrily_Surprised
11_113.jpg,Sadly_Angry
03_019.jpg,sad
10_193.jpg,Sadly_Fearful
05_046.jpg,angry
15_057.jpg,Fearfully_Surprised
05_035.jpg,angry
21_221.jpg,Hatred
19_088.jpg,Disgustedly_Surprised
03_078.jpg,sad
17_164.jpg,Angrily_Surprised
22_024.jpg,Awed
07_229.jpg,disgust
20_156.jpg,Appalled
14_100.jpg,Fearfully_Angry
08_139.jpg,Happily_Surprised
10_044.jpg,Sadly_Fearful
04_188.jpg,fear
10_047.jpg,Sadly_Fearful
03_117.jpg,sad
07_165.jpg,disgust
18_109.jpg,Angrily_Disgusted
08_056.jpg,Happily_Surprised
02_079.jpg,happy
14_084.jpg,Fearfully_Angry
02_007.jpg,happy
08_087.jpg,Happily_Surprised
14_086.jpg,Fearfully_Angry
02_036.jpg,happy
06_148.jpg,surprise
15_181.jpg,Fearfully_Surprised
07_220.jpg,disgust
14_195.jpg,Fearfully_Angry
07_043.jpg,disgust
04_171.jpg,fear
04_204.jpg,fear
14_168.jpg,Fearfully_Angry
06_166.jpg,surprise
17_075.jpg,Angrily_Surprised
16_007.jpg,Fearfully_Disgusted
06_193.jpg,surprise
16_041.jpg,Fearfully_Disgusted
01_026.jpg,neutral
01_138.jpg,neutral
16_003.jpg,Fearfully_Disgusted
08_201.jpg,Happily_Surprised
16_070.jpg,Fearfully_Disgusted
11_159.jpg,Sadly_Angry
14_194.jpg,Fearfully_Angry
02_196.jpg,happy
21_030.jpg,Hatred
18_077.jpg,Angrily_Disgusted
08_023.jpg,Happily_Surprised
11_022.jpg,Sadly_Angry
04_058.jpg,fear
10_118.jpg,Sadly_Fearful
05_043.jpg,angry
13_045.jpg,Sadly_Disgusted
10_134.jpg,Sadly_Fearful
19_144.jpg,Disgustedly_Surprised
15_032.jpg,Fearfully_Surprised
11_032.jpg,Sadly_Angry
16_080.jpg,Fearfully_Disgusted
05_084.jpg,angry
10_082.jpg,Sadly_Fearful
18_173.jpg,Angrily_Disgusted
06_096.jpg,surprise
18_172.jpg,Angrily_Disgusted
07_056.jpg,disgust
14_068.jpg,Fearfully_Angry
15_190.jpg,Fearfully_Surprised
04_178.jpg,fear
01_067.jpg,neutral
11_163.jpg,Sadly_Angry
06_192.jpg,surprise
06_120.jpg,surprise
07_217.jpg,disgust
03_148.jpg,sad
20_224.jpg,Appalled
18_120.jpg,Angrily_Disgusted
09_151.jpg,Happily_Disgusted
22_018.jpg,Awed
10_175.jpg,Sadly_Fearful
09_179.jpg,Happily_Disgusted
22_217.jpg,Awed
07_157.jpg,disgust
18_079.jpg,Angrily_Disgusted
20_148.jpg,Appalled
08_214.jpg,Happily_Surprised
11_200.jpg,Sadly_Angry
04_213.jpg,fear
02_089.jpg,happy
07_186.jpg,disgust
06_185.jpg,surprise
08_101.jpg,Happily_Surprised
01_038.jpg,neutral
08_118.jpg,Happily_Surprised
15_179.jpg,Fearfully_Surprised
14_124.jpg,Fearfully_Angry
16_034.jpg,Fearfully_Disgusted
01_021.jpg,neutral
01_076.jpg,neutral
02_106.jpg,happy
10_144.jpg,Sadly_Fearful
15_221.jpg,Fearfully_Surprised
05_064.jpg,angry
21_169.jpg,Hatred
05_092.jpg,angry
06_214.jpg,surprise
18_034.jpg,Angrily_Disgusted
16_024.jpg,Fearfully_Disgusted
14_067.jpg,Fearfully_Angry
12_010.jpg,Sadly_Surprised
01_185.jpg,neutral
02_119.jpg,happy
17_001.jpg,Angrily_Surprised
01_222.jpg,neutral
07_091.jpg,disgust
05_059.jpg,angry
05_060.jpg,angry
01_109.jpg,neutral
03_005.jpg,sad
10_165.jpg,Sadly_Fearful
15_206.jpg,Fearfully_Surprised
21_002.jpg,Hatred
07_110.jpg,disgust
03_041.jpg,sad
16_053.jpg,Fearfully_Disgusted
22_029.jpg,Awed
12_037.jpg,Sadly_Surprised
11_037.jpg,Sadly_Angry
06_059.jpg,surprise
02_172.jpg,happy
22_165.jpg,Awed
16_008.jpg,Fearfully_Disgusted
22_230.jpg,Awed
11_210.jpg,Sadly_Angry
21_183.jpg,Hatred
21_107.jpg,Hatred
18_230.jpg,Angrily_Disgusted
06_068.jpg,surprise
16_143.jpg,Fearfully_Disgusted
13_062.jpg,Sadly_Disgusted
15_029.jpg,Fearfully_Surprised
10_105.jpg,Sadly_Fearful
10_007.jpg,Sadly_Fearful
11_228.jpg,Sadly_Angry
02_083.jpg,happy
14_167.jpg,Fearfully_Angry
13_128.jpg,Sadly_Disgusted
10_057.jpg,Sadly_Fearful
14_048.jpg,Fearfully_Angry
05_105.jpg,angry
19_133.jpg,Disgustedly_Surprised
11_025.jpg,Sadly_Angry
02_018.jpg,happy
07_021.jpg,disgust
07_094.jpg,disgust
17_022.jpg,Angrily_Surprised
18_184.jpg,Angrily_Disgusted
19_118.jpg,Disgustedly_Surprised
09_078.jpg,Happily_Disgusted
08_033.jpg,Happily_Surprised
19_059.jpg,Disgustedly_Surprised
11_080.jpg,Sadly_Angry
15_152.jpg,Fearfully_Surprised
11_082.jpg,Sadly_Angry
10_043.jpg,Sadly_Fearful
13_152.jpg,Sadly_Disgusted
01_162.jpg,neutral
18_163.jpg,Angrily_Disgusted
20_113.jpg,Appalled
07_228.jpg,disgust
10_092.jpg,Sadly_Fearful
18_096.jpg,Angrily_Disgusted
20_139.jpg,Appalled
04_090.jpg,fear
10_228.jpg,Sadly_Fearful
17_181.jpg,Angrily_Surprised
09_212.jpg,Happily_Disgusted
03_172.jpg,sad
08_007.jpg,Happily_Surprised
20_135.jpg,Appalled
09_092.jpg,Happily_Disgusted
13_090.jpg,Sadly_Disgusted
21_013.jpg,Hatred
11_041.jpg,Sadly_Angry
06_114.jpg,surprise
08_157.jpg,Happily_Surprised
07_154.jpg,disgust
14_214.jpg,Fearfully_Angry
14_132.jpg,Fearfully_Angry
08_090.jpg,Happily_Surprised
19_017.jpg,Disgustedly_Surprised
12_061.jpg,Sadly_Surprised
06_122.jpg,surprise
15_227.jpg,Fearfully_Surprised
02_030.jpg,happy
13_027.jpg,Sadly_Disgusted
18_024.jpg,Angrily_Disgusted
18_116.jpg,Angrily_Disgusted
12_021.jpg,Sadly_Surprised
20_125.jpg,Appalled
04_040.jpg,fear
22_129.jpg,Awed
07_213.jpg,disgust
02_184.jpg,happy
04_098.jpg,fear
18_092.jpg,Angrily_Disgusted
11_009.jpg,Sadly_Angry
07_083.jpg,disgust
09_176.jpg,Happily_Disgusted
21_120.jpg,Hatred
12_044.jpg,Sadly_Surprised
12_122.jpg,Sadly_Surprised
22_084.jpg,Awed
22_179.jpg,Awed
14_122.jpg,Fearfully_Angry
20_176.jpg,Appalled
14_163.jpg,Fearfully_Angry
12_117.jpg,Sadly_Surprised
13_097.jpg,Sadly_Disgusted
09_011.jpg,Happily_Disgusted
19_169.jpg,Disgustedly_Surprised
09_036.jpg,Happily_Disgusted
21_055.jpg,Hatred
15_111.jpg,Fearfully_Surprised
10_102.jpg,Sadly_Fearful
08_169.jpg,Happily_Surprised
18_094.jpg,Angrily_Disgusted
21_069.jpg,Hatred
14_098.jpg,Fearfully_Angry
11_004.jpg,Sadly_Angry
14_129.jpg,Fearfully_Angry
16_089.jpg,Fearfully_Disgusted
05_157.jpg,angry
13_202.jpg,Sadly_Disgusted
11_114.jpg,Sadly_Angry
11_100.jpg,Sadly_Angry
08_138.jpg,Happily_Surprised
08_053.jpg,Happily_Surprised
12_031.jpg,Sadly_Surprised
19_154.jpg,Disgustedly_Surprised
06_097.jpg,surprise
22_210.jpg,Awed
06_017.jpg,surprise
22_056.jpg,Awed
17_057.jpg,Angrily_Surprised
12_083.jpg,Sadly_Surprised
11_007.jpg,Sadly_Angry
20_196.jpg,Appalled
06_031.jpg,surprise
10_036.jpg,Sadly_Fearful
04_202.jpg,fear
07_050.jpg,disgust
19_183.jpg,Disgustedly_Surprised
08_123.jpg,Happily_Surprised
17_230.jpg,Angrily_Surprised
04_206.jpg,fear
15_159.jpg,Fearfully_Surprised
17_172.jpg,Angrily_Surprised
13_029.jpg,Sadly_Disgusted
13_196.jpg,Sadly_Disgusted
19_090.jpg,Disgustedly_Surprised
21_074.jpg,Hatred
07_041.jpg,disgust
20_189.jpg,Appalled
02_178.jpg,happy
16_043.jpg,Fearfully_Disgusted
17_031.jpg,Angrily_Surprised
07_107.jpg,disgust
22_154.jpg,Awed
07_062.jpg,disgust
07_116.jpg,disgust
05_141.jpg,angry
04_167.jpg,fear
17_030.jpg,Angrily_Surprised
05_137.jpg,angry
16_204.jpg,Fearfully_Disgusted
12_099.jpg,Sadly_Surprised
08_162.jpg,Happily_Surprised
08_110.jpg,Happily_Surprised
08_081.jpg,Happily_Surprised
17_156.jpg,Angrily_Surprised
03_209.jpg,sad
03_187.jpg,sad
05_143.jpg,angry
08_034.jpg,Happily_Surprised
22_038.jpg,Awed
14_026.jpg,Fearfully_Angry
01_146.jpg,neutral
06_058.jpg,surprise
07_176.jpg,disgust
08_111.jpg,Happily_Surprised
22_185.jpg,Awed
09_123.jpg,Happily_Disgusted
10_015.jpg,Sadly_Fearful
17_140.jpg,Angrily_Surprised
21_042.jpg,Hatred
03_158.jpg,sad
08_019.jpg,Happily_Surprised
19_135.jpg,Disgustedly_Surprised
18_041.jpg,Angrily_Disgusted
02_210.jpg,happy
04_088.jpg,fear
15_135.jpg,Fearfully_Surprised
09_152.jpg,Happily_Disgusted
09_177.jpg,Happily_Disgusted
13_165.jpg,Sadly_Disgusted
01_212.jpg,neutral
08_102.jpg,Happily_Surprised
01_058.jpg,neutral
12_149.jpg,Sadly_Surprised
10_195.jpg,Sadly_Fearful
22_201.jpg,Awed
21_051.jpg,Hatred
09_041.jpg,Happily_Disgusted
14_154.jpg,Fearfully_Angry
16_220.jpg,Fearfully_Disgusted
09_102.jpg,Happily_Disgusted
22_195.jpg,Awed
18_171.jpg,Angrily_Disgusted
15_096.jpg,Fearfully_Surprised
04_160.jpg,fear
03_221.jpg,sad
01_186.jpg,neutral
21_146.jpg,Hatred
07_011.jpg,disgust
17_203.jpg,Angrily_Surprised
21_180.jpg,Hatred
14_198.jpg,Fearfully_Angry
12_029.jpg,Sadly_Surprised
16_144.jpg,Fearfully_Disgusted
11_184.jpg,Sadly_Angry
07_103.jpg,disgust
21_161.jpg,Hatred
09_137.jpg,Happily_Disgusted
18_100.jpg,Angrily_Disgusted
17_087.jpg,Angrily_Surprised
03_129.jpg,sad
02_060.jpg,happy
08_042.jpg,Happily_Surprised
02_128.jpg,happy
10_021.jpg,Sadly_Fearful
03_099.jpg,sad
09_063.jpg,Happily_Disgusted
06_199.jpg,surprise
06_135.jpg,surprise
20_059.jpg,Appalled
04_010.jpg,fear
05_126.jpg,angry
15_165.jpg,Fearfully_Surprised
18_132.jpg,Angrily_Disgusted
14_225.jpg,Fearfully_Angry
13_209.jpg,Sadly_Disgusted
10_093.jpg,Sadly_Fearful
03_204.jpg,sad
19_130.jpg,Disgustedly_Surprised
08_223.jpg,Happily_Surprised
14_044.jpg,Fearfully_Angry
21_101.jpg,Hatred
16_075.jpg,Fearfully_Disgusted
02_042.jpg,happy
11_174.jpg,Sadly_Angry
01_046.jpg,neutral
06_203.jpg,surprise
09_061.jpg,Happily_Disgusted
15_174.jpg,Fearfully_Surprised
06_027.jpg,surprise
05_197.jpg,angry
05_176.jpg,angry
12_196.jpg,Sadly_Surprised
17_220.jpg,Angrily_Surprised
15_061.jpg,Fearfully_Surprised
15_005.jpg,Fearfully_Surprised
14_031.jpg,Fearfully_Angry
08_055.jpg,Happily_Surprised
06_116.jpg,surprise
12_143.jpg,Sadly_Surprised
18_014.jpg,Angrily_Disgusted
15_195.jpg,Fearfully_Surprised
15_121.jpg,Fearfully_Surprised
16_223.jpg,Fearfully_Disgusted
14_108.jpg,Fearfully_Angry
11_211.jpg,Sadly_Angry
16_206.jpg,Fearfully_Disgusted
14_079.jpg,Fearfully_Angry
01_003.jpg,neutral
06_175.jpg,surprise
08_178.jpg,Happily_Surprised
02_152.jpg,happy
12_171.jpg,Sadly_Surprised
02_008.jpg,happy
11_096.jpg,Sadly_Angry
13_074.jpg,Sadly_Disgusted
07_164.jpg,disgust
02_203.jpg,happy
21_019.jpg,Hatred
02_188.jpg,happy
03_035.jpg,sad
20_106.jpg,Appalled
08_124.jpg,Happily_Surprised
08_149.jpg,Happily_Surprised
16_017.jpg,Fearfully_Disgusted
16_128.jpg,Fearfully_Disgusted
09_030.jpg,Happily_Disgusted
19_219.jpg,Disgustedly_Surprised
09_008.jpg,Happily_Disgusted
11_066.jpg,Sadly_Angry
06_227.jpg,surprise
03_215.jpg,sad
08_012.jpg,Happily_Surprised
01_120.jpg,neutral
22_091.jpg,Awed
09_056.jpg,Happily_Disgusted
19_163.jpg,Disgustedly_Surprised
12_020.jpg,Sadly_Surprised
16_045.jpg,Fearfully_Disgusted
21_204.jpg,Hatred
11_205.jpg,Sadly_Angry
09_201.jpg,Happily_Disgusted
04_175.jpg,fear
04_169.jpg,fear
17_221.jpg,Angrily_Surprised
07_163.jpg,disgust
01_065.jpg,neutral
19_077.jpg,Disgustedly_Surprised
06_046.jpg,surprise
13_158.jpg,Sadly_Disgusted
14_137.jpg,Fearfully_Angry
11_144.jpg,Sadly_Angry
05_109.jpg,angry
07_179.jpg,disgust
20_014.jpg,Appalled
15_158.jpg,Fearfully_Surprised
19_191.jpg,Disgustedly_Surprised
15_011.jpg,Fearfully_Surprised
09_004.jpg,Happily_Disgusted
21_046.jpg,Hatred
04_138.jpg,fear
20_129.jpg,Appalled
07_184.jpg,disgust
22_209.jpg,Awed
14_143.jpg,Fearfully_Angry
11_008.jpg,Sadly_Angry
06_197.jpg,surprise
16_013.jpg,Fearfully_Disgusted
05_151.jpg,angry
08_128.jpg,Happily_Surprised
10_061.jpg,Sadly_Fearful
04_180.jpg,fear
01_057.jpg,neutral
04_056.jpg,fear
03_083.jpg,sad
03_101.jpg,sad
03_196.jpg,sad
14_011.jpg,Fearfully_Angry
07_191.jpg,disgust
15_106.jpg,Fearfully_Surprised
11_147.jpg,Sadly_Angry
07_196.jpg,disgust
21_213.jpg,Hatred
13_038.jpg,Sadly_Disgusted
20_086.jpg,Appalled
13_146.jpg,Sadly_Disgusted
13_089.jpg,Sadly_Disgusted
03_128.jpg,sad
02_057.jpg,happy
21_206.jpg,Hatred
17_061.jpg,Angrily_Surprised
20_207.jpg,Appalled
02_189.jpg,happy
19_230.jpg,Disgustedly_Surprised
02_211.jpg,happy
05_223.jpg,angry
02_094.jpg,happy
15_214.jpg,Fearfully_Surprised
17_197.jpg,Angrily_Surprised
06_092.jpg,surprise
02_084.jpg,happy
08_014.jpg,Happily_Surprised
01_068.jpg,neutral
02_088.jpg,happy
07_137.jpg,disgust
20_075.jpg,Appalled
20_043.jpg,Appalled
06_102.jpg,surprise
09_117.jpg,Happily_Disgusted
22_132.jpg,Awed
17_216.jpg,Angrily_Surprised
22_103.jpg,Awed
02_201.jpg,happy
07_155.jpg,disgust
18_170.jpg,Angrily_Disgusted
03_003.jpg,sad
20_085.jpg,Appalled
11_076.jpg,Sadly_Angry
03_075.jpg,sad
16_131.jpg,Fearfully_Disgusted
15_062.jpg,Fearfully_Surprised
21_122.jpg,Hatred
08_168.jpg,Happily_Surprised
06_149.jpg,surprise
21_031.jpg,Hatred
07_125.jpg,disgust
22_117.jpg,Awed
02_150.jpg,happy
08_122.jpg,Happily_Surprised
22_162.jpg,Awed
05_134.jpg,angry
11_134.jpg,Sadly_Angry
16_011.jpg,Fearfully_Disgusted
14_220.jpg,Fearfully_Angry
21_116.jpg,Hatred
20_080.jpg,Appalled
15_224.jpg,Fearfully_Surprised
08_065.jpg,Happily_Surprised
09_098.jpg,Happily_Disgusted
22_202.jpg,Awed
15_153.jpg,Fearfully_Surprised
15_001.jpg,Fearfully_Surprised
07_065.jpg,disgust
05_149.jpg,angry
09_184.jpg,Happily_Disgusted
16_049.jpg,Fearfully_Disgusted
04_046.jpg,fear
02_218.jpg,happy
15_161.jpg,Fearfully_Surprised
15_118.jpg,Fearfully_Surprised
11_197.jpg,Sadly_Angry
02_097.jpg,happy
08_120.jpg,Happily_Surprised
01_177.jpg,neutral
05_132.jpg,angry
16_054.jpg,Fearfully_Disgusted
18_152.jpg,Angrily_Disgusted
12_163.jpg,Sadly_Surprised
03_123.jpg,sad
06_094.jpg,surprise
17_035.jpg,Angrily_Surprised
14_176.jpg,Fearfully_Angry
11_083.jpg,Sadly_Angry
16_148.jpg,Fearfully_Disgusted
18_153.jpg,Angrily_Disgusted
16_151.jpg,Fearfully_Disgusted
10_223.jpg,Sadly_Fearful
14_093.jpg,Fearfully_Angry
02_191.jpg,happy
22_155.jpg,Awed
16_228.jpg,Fearfully_Disgusted
03_002.jpg,sad
21_123.jpg,Hatred
03_181.jpg,sad
06_226.jpg,surprise
